"","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","orginalID","species","AIC"
"26",5.84311278669676,42.289,-7.762,50.334,0.403625705328629,3.30422574318479,NA,8.045,58.096,8.192,-2.90060003785616,26,"Nicotiana rusticum","21.5046622409421"
"27",3.64691385149475,42.637,3.831,47.572,0.592762986865737,7.60703445234377,2.12528058828204,4.935,43.741,5.759,-7.01427146547803,27,"Nicotiana rusticum","0.308131464676197"
"28",100.54385079416,26.872,-28.37,37.099,0.341272151752222,NA,NA,10.227,65.469,9.683,NA,28,"Medicago sativa","56.7653875564357"
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Gossypium barbadense","NULL"
"30",81.1039610445135,22.246,-Inf,Inf,NA,0.127878925982431,NA,Inf,Inf,24.166,NA,30,"Nicotiana tabacum","23.0387597108413"
"31",74.7243199519899,23.382,-Inf,Inf,NA,0.105492874831025,NA,Inf,Inf,25,NA,31,"Nicotiana tabacum","24.3890950543532"
"32",55.6192255834359,20.364,-Inf,Inf,NA,0.194145147395416,NA,Inf,Inf,19.863,NA,32,"Nicotiana tabacum","16.8838683064745"
"33",78.1751776079129,20.903,-34.567,Inf,NA,0.220693217793455,NA,Inf,Inf,18.618,NA,33,"Nicotiana tabacum","17.3142648875455"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"Nicotiana tabacum","NULL"
"35",71.0304136571233,21.204,-Inf,Inf,NA,0.125883450438754,NA,Inf,Inf,24.302,NA,35,"Nicotiana tabacum","20.3840721279168"
"36",199.311063759771,31.335,-7.242,43.67,0.509516372449249,NA,NA,12.335,50.912,8.446,NA,36,"Hordeum vulgare","24.973871485124"
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,"Hordeum vulgare","NULL"
"38",177.754104306449,31.913,0.0799999999999983,77.319,0.516618595386353,NA,NA,45.406,77.239,9.86,NA,38,"Brassica Rapa","21.6882022119368"
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"Brassica Rapa","NULL"
"40",206.256823991494,31.548,1.226,47.426,0.659062670912381,NA,NA,15.878,46.2,8.136,NA,40,"Vicia faba","-1.65530728795237"
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,"Vicia faba","NULL"
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"Chenopodium album","NULL"
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,"Chenopodium album","NULL"
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"Helianthus annuus","NULL"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"Helianthus annuus","NULL"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"Lycopersicon esculentum","NULL"
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"Lycopersicon esculentum","NULL"
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Glycine max","NULL"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"Glycine max","NULL"
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Abutilon theophrasti","NULL"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Abutilon theophrasti","NULL"
"52",1.96064475054265,36.714,0.158000000000001,52.009,0.695315547974622,1.06775492637915,2.47984234135791,15.295,51.851,9.08,-0.372439378404532,52,"Acer pseudoplatanus","-4.77056136666459"
"53",2.65714409784246,38.488,3.973,48.129,0.675343022369042,NA,2.41436427001995,9.641,44.156,7.095,NA,53,"Betula pendula","-4.68633480379151"
"54",2.06068304457383,38.063,4.806,74.927,0.700599088882222,NA,2.49458506802045,36.864,70.121,13.158,NA,54,"Fagus sylvatica","-7.2108204056938"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"Fraxnius excelsior","NULL"
"56",2.69887395838939,36.455,10.883,53.65,0.939654256273651,NA,3.38236720545876,17.195,42.767,8,NA,56,"Jugulars regia","-11.6800389241514"
"57",5.91071873438075,47.567,11.939,51.899,0.67725200896191,NA,2.36640684314577,4.332,39.96,5.245,NA,57,"Quercus petrea","1.7072782532677"
"58",2.38175194878731,39.464,1.649,63.114,0.552781266781628,NA,2.02745999313396,23.65,61.465,11.463,NA,58,"Quercus robur","-15.0305003911316"
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"Prunus persica","NULL"
"60",156.75837167809,40,-7.524,Inf,0.302290513247472,NA,NA,Inf,Inf,8.324,NA,60,"Glycine max","88.0073781968988"
"61",2.87631868085432,41.181,7.204,69.045,0.588669863628359,NA,2.09435361107857,27.864,61.841,9.91,NA,61,"Glycine max","-11.1250710145109"
"62",4.37678964414707,40.799,12.438,66.435,0.68762741019345,NA,2.3571680318213,25.636,53.997,9.432,NA,62,"Gossypium hirsutum","6.3442146883159"
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"Hordeum vulgare","NULL"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"Hordeum vulgare","NULL"
"65",31.5475402472222,25.854,-10.504,47.855,0.494405818730338,0.504014339149836,NA,22.001,58.359,10.814,-0.00960852041949822,65,"Pinus sylvestris","30.2639588071212"
"66",31.923542041194,28.188,-6.853,62.448,0.539675995433837,NA,NA,34.26,69.301,10.475,NA,66,"Pinus sylvestris","29.3831905385175"
"67",33.0673848256856,25.675,-14.275,44.533,0.438115646535317,NA,NA,18.858,58.808,10.574,NA,67,"Pinus sylvestris","15.0492002750392"
"68",32.6729412274913,26.754,-6.12,57.281,0.552967504297696,NA,NA,30.527,63.401,11.388,NA,68,"Pinus sylvestris","22.6611263990826"
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"Fagus sylvatica","NULL"
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Fagus sylvatica","NULL"
"71",0.0704777058544209,30.503,17.665,Inf,NA,0.169705569196778,NA,Inf,Inf,16.209,NA,71,"Oryza australiensis","-38.8637606396087"
