"","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","orginalID","species","AIC"
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"Helianthus annuus","NULL"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"Helianthus annuus","NULL"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"Lycopersicon esculentum","NULL"
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"Lycopersicon esculentum","NULL"
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Glycine max","NULL"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"Glycine max","NULL"
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Abutilon theophrasti","NULL"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Abutilon theophrasti","NULL"
"52",1.9163075941733,37.015,5.103,50.888,0.500899828122188,NA,1.89729965025065,13.873,45.785,10.062,NA,52,"Acer pseudoplatanus","-2.37451650903211"
"53",2.85088595094374,45.929,8.889,49.497,0.516591938256783,NA,1.91727724171643,3.568,40.608,10.221,NA,53,"Betula pendula","-3.6135606952623"
"54",2.06067945737553,38.063,4.806,74.928,0.700599088882222,NA,2.49458506802045,36.865,70.122,13.158,NA,54,"Fagus sylvatica","-3.21082033816928"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"Fraxnius excelsior","NULL"
"56",2.5189374785374,36.625,13.138,53.23,0.939654256273651,NA,3.38236720545876,16.605,40.092,9.48699999999999,NA,56,"Jugulars regia","-18.4777351743569"
"57",5.16981189950413,46.411,10.639,53.797,0.67725200896191,NA,2.36640684314577,7.386,43.158,6.4,NA,57,"Quercus petrea","5.70787984796815"
"58",2.40937959727126,40.697,5.463,58.572,0.488553982576129,NA,1.85279068315445,17.875,53.109,12.157,NA,58,"Quercus robur","-17.2354867274951"
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"Prunus persica","NULL"
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Glycine max","NULL"
"61",2.87631980289646,41.181,7.204,69.045,0.588669863628359,NA,2.09435361107857,27.864,61.841,9.91,NA,61,"Glycine max","-7.12507098803438"
"62",4.37679391080836,40.799,12.437,66.434,0.68762741019345,NA,2.3571680318213,25.635,53.997,9.431,NA,62,"Gossypium hirsutum","10.3442147037251"
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"Hordeum vulgare","NULL"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"Hordeum vulgare","NULL"
"65",31.3747770819844,26.178,-5.037,44.685,0.494405818730338,0.504014339149836,NA,18.507,49.722,10.981,-0.00960852041949822,65,"Pinus sylvestris","33.4169531142361"
"66",32.3037248386311,28.328,4.614,52.303,0.539675995433837,NA,NA,23.975,47.689,10.107,NA,66,"Pinus sylvestris","18.1174135340773"
"67",33.0505129411242,25.759,-12.537,43.815,0.438115646535317,NA,NA,18.056,56.352,10.596,NA,67,"Pinus sylvestris","18.8828663660652"
"68",32.7216045926494,26.988,-3.185,52.021,0.552967504297696,NA,NA,25.033,55.206,11.293,NA,68,"Pinus sylvestris","25.9574517204124"
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"Fagus sylvatica","NULL"
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Fagus sylvatica","NULL"
"71",0.0679896417086022,29.171,22.632,52.996,NA,0.126290446246801,NA,23.825,30.364,11.575,NA,71,"Oryza australiensis","-14.6605933144702"
